C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A031,R083,00-00-01,23 ST,NRW,BMT,08/29/2018,12:00:00,REGULAR,0004126463,0001384434                                                
A031,R083,00-00-01,23 ST,NRW,BMT,08/29/2018,16:00:00,REGULAR,0004126936,0001384564                                                
A031,R083,00-00-01,23 ST,NRW,BMT,08/29/2018,20:00:00,REGULAR,0004128142,0001384742                                                
A031,R083,00-00-01,23 ST,NRW,BMT,08/30/2018,00:00:00,REGULAR,0004128489,0001384766                                                
A031,R083,00-00-01,23 ST,NRW,BMT,08/30/2018,04:00:00,REGULAR,0004128513,0001384767                                                
A031,R083,00-00-01,23 ST,NRW,BMT,08/30/2018,08:00:00,REGULAR,0004128535,0001384858                                                
A031,R083,00-00-01,23 ST,NRW,BMT,08/30/2018,12:00:00,REGULAR,0004128810,0001385272                                                
A031,R083,00-00-01,23 ST,NRW,BMT,08/30/2018,16:00:00,REGULAR,0004129303,0001385427                                                
A031,R083,00-00-01,23 ST,NRW,BMT,08/30/2018,20:00:00,REGULAR,0004130373,0001385584                                                
A031,R083,00-00-01,23 ST,NRW,BMT,08/31/2018,00:00:00,REGULAR,0004130696,0001385611                                                
A031,R083,00-00-01,23 ST,NRW,BMT,08/31/2018,04:00:00,REGULAR,0004130724,0001385612                                                
A031,R083,00-00-01,23 ST,NRW,BMT,08/31/2018,08:00:00,REGULAR,0004130747,0001385655                                                
A031,R083,00-00-01,23 ST,NRW,BMT,08/31/2018,12:00:00,REGULAR,0004130959,0001385909                                                
A031,R083,00-00-01,23 ST,NRW,BMT,08/31/2018,16:00:00,REGULAR,0004131593,0001386009                                                
A031,R083,00-00-01,23 ST,NRW,BMT,08/31/2018,20:00:00,REGULAR,0004132326,0001386103                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/25/2018,00:00:00,REGULAR,0006160424,0003321244                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/25/2018,04:00:00,REGULAR,0006160481,0003321246                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/25/2018,08:00:00,REGULAR,0006160500,0003321274                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/25/2018,12:00:00,REGULAR,0006160622,0003321355                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/25/2018,16:00:00,REGULAR,0006160905,0003321452                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/25/2018,20:00:00,REGULAR,0006161296,0003321525                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/26/2018,00:00:00,REGULAR,0006161471,0003321574                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/26/2018,04:00:00,REGULAR,0006161509,0003321582                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/26/2018,08:00:00,REGULAR,0006161520,0003321599                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/26/2018,12:00:00,REGULAR,0006161606,0003321682                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/26/2018,16:00:00,REGULAR,0006161822,0003321759                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/26/2018,20:00:00,REGULAR,0006162085,0003321838                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/27/2018,00:00:00,REGULAR,0006162184,0003321876                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/27/2018,04:00:00,REGULAR,0006162196,0003321877                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/27/2018,08:00:00,REGULAR,0006162215,0003321980                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/27/2018,12:00:00,REGULAR,0006162416,0003322465                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/27/2018,16:00:00,REGULAR,0006162814,0003322617                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/27/2018,20:00:00,REGULAR,0006163728,0003322773                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/28/2018,00:00:00,REGULAR,0006163933,0003322805                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/28/2018,04:00:00,REGULAR,0006163957,0003322813                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/28/2018,08:00:00,REGULAR,0006163983,0003322942                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/28/2018,09:59:16,REGULAR,0006164068,0003323323                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/28/2018,12:00:00,REGULAR,0006164176,0003323440                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/28/2018,16:00:00,REGULAR,0006164540,0003323562                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/28/2018,20:00:00,REGULAR,0006165478,0003323712                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/29/2018,00:00:00,REGULAR,0006165768,0003323737                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/29/2018,04:00:00,REGULAR,0006165794,0003323741                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/29/2018,08:00:00,REGULAR,0006165826,0003323877                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/29/2018,12:00:00,REGULAR,0006166011,0003324368                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/29/2018,16:00:00,REGULAR,0006166381,0003324514                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/29/2018,20:00:00,REGULAR,0006167305,0003324658                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/30/2018,00:00:00,REGULAR,0006167577,0003324689                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/30/2018,04:00:00,REGULAR,0006167605,0003324693                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/30/2018,08:00:00,REGULAR,0006167636,0003324809                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/30/2018,12:00:00,REGULAR,0006167831,0003325237                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/30/2018,16:00:00,REGULAR,0006168212,0003325399                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/30/2018,20:00:00,REGULAR,0006169090,0003325562                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/31/2018,00:00:00,REGULAR,0006169300,0003325591                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/31/2018,04:00:00,REGULAR,0006169339,0003325592                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/31/2018,08:00:00,REGULAR,0006169363,0003325678                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/31/2018,12:00:00,REGULAR,0006169520,0003325970                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/31/2018,16:00:00,REGULAR,0006169984,0003326134                                                
A031,R083,00-00-02,23 ST,NRW,BMT,08/31/2018,20:00:00,REGULAR,0006170552,0003326220                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/25/2018,00:00:00,REGULAR,0002632636,0004506732                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/25/2018,04:00:00,REGULAR,0002632651,0004506736                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/25/2018,08:00:00,REGULAR,0002632659,0004506767                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/25/2018,12:00:00,REGULAR,0002632702,0004506890                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/25/2018,16:00:00,REGULAR,0002632792,0004507037                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/25/2018,20:00:00,REGULAR,0002632938,0004507149                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/26/2018,00:00:00,REGULAR,0002633006,0004507196                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/26/2018,04:00:00,REGULAR,0002633028,0004507204                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/26/2018,08:00:00,REGULAR,0002633031,0004507222                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/26/2018,12:00:00,REGULAR,0002633059,0004507286                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/26/2018,16:00:00,REGULAR,0002633147,0004507398                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/26/2018,20:00:00,REGULAR,0002633264,0004507471                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/27/2018,00:00:00,REGULAR,0002633303,0004507506                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/27/2018,04:00:00,REGULAR,0002633313,0004507510                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/27/2018,08:00:00,REGULAR,0002633322,0004507621                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/27/2018,12:00:00,REGULAR,0002633391,0004508184                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/27/2018,16:00:00,REGULAR,0002633531,0004508414                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/27/2018,20:00:00,REGULAR,0002633928,0004508640                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/28/2018,00:00:00,REGULAR,0002634028,0004508684                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/28/2018,04:00:00,REGULAR,0002634044,0004508690                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/28/2018,08:00:00,REGULAR,0002634055,0004508816                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/28/2018,09:59:16,REGULAR,0002634090,0004509257                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/28/2018,12:00:00,REGULAR,0002634127,0004509404                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/28/2018,16:00:00,REGULAR,0002634298,0004509632                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/28/2018,20:00:00,REGULAR,0002634717,0004509923                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/29/2018,00:00:00,REGULAR,0002634804,0004509967                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/29/2018,04:00:00,REGULAR,0002634814,0004509971                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/29/2018,08:00:00,REGULAR,0002634829,0004510103                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/29/2018,12:00:00,REGULAR,0002634915,0004510706                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/29/2018,16:00:00,REGULAR,0002635063,0004510913                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/29/2018,20:00:00,REGULAR,0002635471,0004511228                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/30/2018,00:00:00,REGULAR,0002635577,0004511276                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/30/2018,04:00:00,REGULAR,0002635591,0004511282                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/30/2018,08:00:00,REGULAR,0002635602,0004511424                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/30/2018,12:00:00,REGULAR,0002635670,0004511950                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/30/2018,16:00:00,REGULAR,0002635829,0004512180                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/30/2018,20:00:00,REGULAR,0002636210,0004512456                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/31/2018,00:00:00,REGULAR,0002636315,0004512511                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/31/2018,04:00:00,REGULAR,0002636325,0004512523                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/31/2018,08:00:00,REGULAR,0002636335,0004512627                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/31/2018,12:00:00,REGULAR,0002636398,0004513011                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/31/2018,16:00:00,REGULAR,0002636617,0004513224                                                
A031,R083,00-03-00,23 ST,NRW,BMT,08/31/2018,20:00:00,REGULAR,0002636856,0004513386                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/25/2018,00:00:00,REGULAR,0003818850,0004211733                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/25/2018,04:00:00,REGULAR,0003818879,0004211740                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/25/2018,08:00:00,REGULAR,0003818884,0004211766                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/25/2018,12:00:00,REGULAR,0003818927,0004211904                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/25/2018,16:00:00,REGULAR,0003819104,0004212025                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/25/2018,20:00:00,REGULAR,0003819289,0004212161                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/26/2018,00:00:00,REGULAR,0003819397,0004212220                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/26/2018,04:00:00,REGULAR,0003819432,0004212225                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/26/2018,08:00:00,REGULAR,0003819442,0004212235                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/26/2018,12:00:00,REGULAR,0003819477,0004212326                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/26/2018,16:00:00,REGULAR,0003819613,0004212441                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/26/2018,20:00:00,REGULAR,0003819768,0004212541                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/27/2018,00:00:00,REGULAR,0003819841,0004212570                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/27/2018,04:00:00,REGULAR,0003819849,0004212574                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/27/2018,08:00:00,REGULAR,0003819864,0004212681                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/27/2018,12:00:00,REGULAR,0003819986,0004213207                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/27/2018,16:00:00,REGULAR,0003820177,0004213447                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/27/2018,20:00:00,REGULAR,0003820735,0004213715                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/28/2018,00:00:00,REGULAR,0003820855,0004213767                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/28/2018,04:00:00,REGULAR,0003820873,0004213769                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/28/2018,08:00:00,REGULAR,0003820889,0004213879                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/28/2018,09:59:16,REGULAR,0003820959,0004214320                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/28/2018,12:00:00,REGULAR,0003821028,0004214481                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/28/2018,16:00:00,REGULAR,0003821227,0004214718                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/28/2018,20:00:00,REGULAR,0003821797,0004215083                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/29/2018,00:00:00,REGULAR,0003821935,0004215135                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/29/2018,04:00:00,REGULAR,0003821945,0004215144                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/29/2018,08:00:00,REGULAR,0003821958,0004215263                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/29/2018,12:00:00,REGULAR,0003822092,0004215884                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/29/2018,16:00:00,REGULAR,0003822286,0004216167                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/29/2018,20:00:00,REGULAR,0003822832,0004216488                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/30/2018,00:00:00,REGULAR,0003822983,0004216540                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/30/2018,04:00:00,REGULAR,0003823001,0004216543                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/30/2018,08:00:00,REGULAR,0003823020,0004216654                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/30/2018,12:00:00,REGULAR,0003823143,0004217189                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/30/2018,16:00:00,REGULAR,0003823365,0004217464                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/30/2018,20:00:00,REGULAR,0003823914,0004217746                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/31/2018,00:00:00,REGULAR,0003824040,0004217795                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/31/2018,04:00:00,REGULAR,0003824054,0004217802                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/31/2018,08:00:00,REGULAR,0003824064,0004217883                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/31/2018,12:00:00,REGULAR,0003824168,0004218244                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/31/2018,16:00:00,REGULAR,0003824440,0004218501                                                
A031,R083,00-03-01,23 ST,NRW,BMT,08/31/2018,20:00:00,REGULAR,0003824762,0004218719                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/25/2018,00:00:00,REGULAR,0003581061,0004156107                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/25/2018,04:00:00,REGULAR,0003581091,0004156133                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/25/2018,08:00:00,REGULAR,0003581119,0004156206                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/25/2018,12:00:00,REGULAR,0003581226,0004156559                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/25/2018,16:00:00,REGULAR,0003581498,0004156902                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/25/2018,20:00:00,REGULAR,0003581832,0004157212                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/26/2018,00:00:00,REGULAR,0003581985,0004157344                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/26/2018,04:00:00,REGULAR,0003582031,0004157355                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/26/2018,08:00:00,REGULAR,0003582040,0004157423                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/26/2018,12:00:00,REGULAR,0003582113,0004157676                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/26/2018,16:00:00,REGULAR,0003582319,0004157978                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/26/2018,20:00:00,REGULAR,0003582564,0004158196                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/27/2018,00:00:00,REGULAR,0003582671,0004158265                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/27/2018,04:00:00,REGULAR,0003582689,0004158275                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/27/2018,08:00:00,REGULAR,0003582733,0004158530                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/27/2018,12:00:00,REGULAR,0003582967,0004159563                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/27/2018,16:00:00,REGULAR,0003583343,0004160015                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/27/2018,20:00:00,REGULAR,0003584210,0004160495                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/28/2018,00:00:00,REGULAR,0003584495,0004160598                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/28/2018,04:00:00,REGULAR,0003584524,0004160610                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/28/2018,08:00:00,REGULAR,0003584584,0004160907                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/28/2018,09:59:16,REGULAR,0003584707,0004161627                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/28/2018,12:00:00,REGULAR,0003584838,0004161977                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/28/2018,16:00:00,REGULAR,0003585201,0004162538                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/28/2018,20:00:00,REGULAR,0003586159,0004162998                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/29/2018,00:00:00,REGULAR,0003586432,0004163115                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/29/2018,04:00:00,REGULAR,0003586471,0004163125                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/29/2018,08:00:00,REGULAR,0003586524,0004163421                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/29/2018,12:00:00,REGULAR,0003586750,0004164483                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/29/2018,16:00:00,REGULAR,0003587133,0004164973                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/29/2018,20:00:00,REGULAR,0003588063,0004165442                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/30/2018,00:00:00,REGULAR,0003588362,0004165537                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/30/2018,04:00:00,REGULAR,0003588387,0004165544                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/30/2018,08:00:00,REGULAR,0003588422,0004165795                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/30/2018,12:00:00,REGULAR,0003588666,0004166746                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/30/2018,16:00:00,REGULAR,0003589083,0004167288                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/30/2018,20:00:00,REGULAR,0003589910,0004167744                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/31/2018,00:00:00,REGULAR,0003590173,0004167862                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/31/2018,04:00:00,REGULAR,0003590204,0004167874                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/31/2018,08:00:00,REGULAR,0003590241,0004168082                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/31/2018,12:00:00,REGULAR,0003590427,0004168859                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/31/2018,16:00:00,REGULAR,0003590918,0004169310                                                
A031,R083,00-03-02,23 ST,NRW,BMT,08/31/2018,20:00:00,REGULAR,0003591497,0004169652                                                
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/25/2018,01:00:00,REGULAR,0001923681,0004844177                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/25/2018,05:00:00,REGULAR,0001923688,0004844191                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/25/2018,09:00:00,REGULAR,0001923691,0004844299                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/25/2018,13:00:00,REGULAR,0001923745,0004844723                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/25/2018,17:00:00,REGULAR,0001923866,0004845334                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/25/2018,21:00:00,REGULAR,0001924031,0004845845                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/26/2018,01:00:00,REGULAR,0001924087,0004845962                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/26/2018,05:00:00,REGULAR,0001924092,0004845970                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/26/2018,09:00:00,REGULAR,0001924097,0004846038                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/26/2018,13:00:00,REGULAR,0001924131,0004846392                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/26/2018,17:00:00,REGULAR,0001924242,0004846899                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/26/2018,21:00:00,REGULAR,0001924341,0004847268                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/27/2018,01:00:00,REGULAR,0001924379,0004847331                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/27/2018,05:00:00,REGULAR,0001924383,0004847338                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/27/2018,09:00:00,REGULAR,0001924422,0004847762                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/27/2018,13:00:00,REGULAR,0001924515,0004848495                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/27/2018,14:39:44,REGULAR,0001924559,0004848712                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/27/2018,17:00:00,REGULAR,0001924738,0004849039                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/27/2018,21:00:00,REGULAR,0001925380,0004849726                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/28/2018,01:00:00,REGULAR,0001925469,0004849800                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/28/2018,05:00:00,REGULAR,0001925471,0004849807                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/28/2018,09:00:00,REGULAR,0001925535,0004850256                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/28/2018,13:00:00,REGULAR,0001925627,0004851022                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/28/2018,17:00:00,REGULAR,0001925871,0004851662                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/28/2018,21:00:00,REGULAR,0001926549,0004852417                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/29/2018,01:00:00,REGULAR,0001926649,0004852511                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/29/2018,05:00:00,REGULAR,0001926651,0004852521                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/29/2018,09:00:00,REGULAR,0001926702,0004853023                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/29/2018,13:00:00,REGULAR,0001926793,0004853810                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/29/2018,17:00:00,REGULAR,0001927037,0004854433                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/29/2018,21:00:00,REGULAR,0001927633,0004855103                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/30/2018,01:00:00,REGULAR,0001927728,0004855190                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/30/2018,05:00:00,REGULAR,0001927731,0004855200                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/30/2018,09:00:00,REGULAR,0001927766,0004855638                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/30/2018,13:00:00,REGULAR,0001927867,0004856244                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/30/2018,17:00:00,REGULAR,0001928118,0004856800                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/30/2018,21:00:00,REGULAR,0001928658,0004857563                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/31/2018,01:00:00,REGULAR,0001928733,0004857663                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/31/2018,05:00:00,REGULAR,0001928734,0004857675                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/31/2018,09:00:00,REGULAR,0001928758,0004858036                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/31/2018,13:00:00,REGULAR,0001928867,0004858761                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/31/2018,17:00:00,REGULAR,0001929276,0004859580                                  
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,08/31/2018,21:00:00,REGULAR,0001929641,0004860076                                  
A033,R170,02-00-01,14 ST-UNION SQ,LNQR456W,BMT,08/25/2018,01:00:00,REGULAR,0001576608,0001920251                                  
A033,R170,02-00-01,14 ST-UNION SQ,LNQR456W,BMT,08/25/2018,05:00:00,REGULAR,0001576624,0001920263                                  
A033,R170,02-00-01,14 ST-UNION SQ,LNQR456W,BMT,08/25/2018,09:00:00,REGULAR,0001576636,0001920416                                  
A033,R170,02-00-01,14 ST-UNION SQ,LNQR456W,BMT,08/25/2018,13:00:00,REGULAR,0001576735,0001920832                                  
A033,R170,02-00-01,14 ST-UNION SQ,LNQR456W,BMT,08/25/2018,17:00:00,REGULAR,0001576985,0001921321                                  
A033,R170,02-00-01,14 ST-UNION SQ,LNQR456W,BMT,08/25/2018,21:00:00,REGULAR,0001577220,0001921715                                  
